imagename,pen_pressure,letter_spacing,size,dimension,is_lowercase,is_continuous,slantness,tilt,entry_stroke_a,staff_of_a,formation_n,staff_of_d,exit_stroke_d,word_formation,constancy
1479a_num2.png,2,2,2,2,2,1,4,2,1,2,2,3,2,2,2
1466b_num3.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,2
1498b_num3.png,2,2,2,1,2,2,2,1,1,2,1,3,3,1,1
1508c_num2.png,2,3,2,2,2,2,1,2,1,2,2,3,2,1,1
1499c_num2.png,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2
1462b_num2.png,2,2,3,3,2,2,2,1,1,2,2,3,2,2,2
1500c_num1.png,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2
1511b_num3.png,2,2,3,3,2,2,2,1,1,2,2,3,2,2,2
1538b_num1.png,2,2,1,1,2,2,2,1,1,2,2,3,2,1,1
1521c_num2.png,2,2,2,1,2,2,2,1,1,2,2,3,3,1,1
1495c_num2.png,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2
1527c_num3.png,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2
1485a_num1.png,2,3,1,1,2,2,3,1,1,2,2,2,4,1,1
1521c_num3.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,1
1461b_num1.png,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2
1560a_num6.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
1488a_num2.png,2,3,1,1,2,2,2,1,1,2,2,3,2,1,2
1532a_num2.png,2,2,2,2,2,2,2,2,1,2,2,3,4,1,2
1522b_num3.png,2,2,2,2,2,2,1,1,1,2,1,3,4,1,1
1558c_num2.png,2,3,2,2,2,2,1,1,1,2,2,2,2,1,1
1527b_num3.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1455c_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,4,1,1
1493a_num1.png,2,2,2,1,2,2,1,1,1,2,2,3,3,2,2
1510b_num4.png,1,1,2,2,2,2,3,1,1,2,2,2,2,1,2
1564aa_num1.png,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1
1536b_num4.png,1,1,3,3,2,2,1,2,1,2,1,1,1,1,1
1484c_num4.png,2,2,1,1,2,2,2,1,2,2,1,2,3,1,1
1504c_num3.png,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1530b_num1.png,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1
1523b_num2.png,2,3,2,2,1,1,4,1,1,1,2,1,1,1,2
1485a_num2.png,2,3,1,1,2,2,3,2,1,2,2,2,4,1,2
1477c_num3.png,2,3,1,1,2,2,1,1,1,2,1,3,4,1,1
1480a_num1.png,2,3,2,2,2,2,1,1,1,2,2,3,3,1,2
1520c_num2.png,2,1,1,2,2,1,1,1,1,1,1,3,3,1,1
1508aa_num2.png,2,3,2,2,2,2,1,1,1,2,2,3,2,2,2
1476b_num2.png,2,1,2,2,2,2,2,2,1,2,2,3,2,1,2
1546c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2
1565a_num2.png,2,1,1,1,2,2,3,1,1,1,2,2,1,1,1
1504b_num2.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1500b_num1.png,1,2,3,3,2,2,1,1,1,2,2,2,4,2,2
1565b_num4.png,1,1,1,1,2,2,3,1,1,2,1,3,2,1,1
1454c_num1.png,2,2,1,1,2,2,1,2,1,2,2,3,4,1,2
1493b_num5.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1550a_num5.png,2,3,2,2,2,1,1,1,1,4,2,1,1,2,2
1481c_num1.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,2
1544b_num2.png,1,1,2,2,2,2,3,1,1,2,2,3,1,1,2
1565b_num1.png,1,2,1,1,2,2,3,1,1,2,2,2,2,1,2
1509b_num1.png,1,3,3,3,2,1,1,2,1,4,2,2,2,1,2
1504a_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1568c_num2.png,2,3,1,1,2,2,1,1,1,2,1,3,4,1,1
1477b_num5.png,2,3,1,1,2,2,1,1,1,2,1,2,4,1,1
1547c_num1.png,1,2,3,3,2,2,1,2,1,2,2,3,4,2,2
1527aa_num1.png,2,2,2,2,2,1,1,1,1,2,2,3,1,2,2
1464c_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,1,1,1
1453b_num1.png,2,2,2,2,2,1,4,1,1,2,2,3,2,2,2
1451b_num3.png,1,1,2,2,2,2,1,1,1,2,2,3,2,1,1
1451c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,1,1,2
1468c_num5.png,2,3,1,1,2,2,2,1,1,1,2,3,4,1,1
1493b_num1.png,2,2,2,1,2,2,2,1,1,2,2,3,3,2,2
1468b_num2.png,2,2,1,1,2,2,2,1,1,2,2,3,3,1,2
1500a_num3.png,2,1,3,2,2,2,2,1,1,2,2,2,3,2,2
1549b_num6.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
1512a_num1.png,2,3,2,2,2,2,2,1,1,2,2,2,4,1,2
1549c_num4.png,2,2,2,2,2,2,1,1,1,2,2,2,4,2,2
1483c_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
1483b_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
1490a_num4.png,2,2,1,1,2,2,3,1,2,2,2,2,4,1,2
1536a_num4.png,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2
1455c_num4.png,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
1504c_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1546a_num5.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
1548a_num2.png,2,3,1,1,2,1,2,2,1,1,2,2,1,1,2
1457a_num1.png,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2
1559c_num1.png,2,1,2,1,2,2,2,1,1,2,1,2,4,1,1
1484b_num4.png,2,1,1,1,2,2,3,1,1,2,2,2,1,1,1
1464c_num2.png,2,2,2,1,2,2,1,1,1,2,2,3,1,1,2
1484a_num5.png,1,3,3,2,2,1,1,1,1,1,2,2,1,2,2
1561b_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1
1502b_num1.png,2,3,2,1,2,2,1,1,1,2,2,3,4,1,1
1453c_num3.png,2,2,2,2,2,2,4,1,1,2,2,3,1,1,2
1515c_num1.png,2,1,1,1,2,1,4,1,1,1,1,3,1,1,1
1554b_num4.png,2,2,2,1,2,2,2,1,1,2,2,3,1,1,2
1503b_num1.png,1,2,3,2,2,1,2,1,1,2,2,2,1,2,2
1541c_num2.png,1,2,2,2,2,1,1,1,1,4,2,3,2,2,2
1560b_num3.png,1,3,3,3,2,1,1,1,1,4,2,2,1,2,2
1556b_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1543b_num4.png,2,1,1,1,2,2,1,1,1,2,2,1,4,1,2
1490b_num1.png,2,2,1,1,2,2,2,1,2,2,2,2,4,1,2
1559a_num1.png,1,1,2,3,2,2,2,1,1,2,1,3,4,1,1
1451c_num3.png,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1481a_num2.png,2,2,1,1,2,2,1,1,1,2,2,2,4,1,2
1550c_num3.png,2,1,3,3,2,1,1,1,1,2,2,1,1,2,2
1554b_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1550b_num2.png,2,1,3,2,2,1,1,1,1,2,2,2,1,2,2
1530a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1556c_num3.png,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1527a_num1.png,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2
1482b_num1.png,2,2,2,2,2,2,2,2,1,2,1,3,2,1,2
1457c_num1.png,1,1,2,2,2,2,1,2,1,4,2,3,4,1,2
1503c_num2.png,2,2,2,2,2,1,2,1,1,2,2,2,4,2,2
1457c_num2.png,1,1,3,2,2,1,1,1,1,1,2,3,1,1,2
1533b_num1.png,2,3,1,1,2,2,3,1,1,1,2,3,2,1,1
1509c_num1.png,1,3,2,2,2,1,1,1,1,4,2,2,1,1,1
1544a_num4.png,1,1,3,2,2,2,2,1,1,2,2,2,2,1,2
1525c_num2.png,2,1,3,3,2,1,1,1,1,1,2,2,2,2,2
1524c_num4.png,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2
1564c_num2.png,2,2,1,1,2,2,2,1,1,2,1,3,2,1,1
1545b_num2.png,2,2,1,1,2,2,3,2,1,2,2,3,2,1,2
1542c_num1.png,2,2,1,2,2,1,3,1,1,2,2,2,1,1,2
1500c_num2.png,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2
1519a_num1.png,2,3,1,1,2,2,3,1,2,2,2,2,4,1,2
1486a_num2.png,2,3,1,1,2,2,3,1,1,2,2,3,2,1,1
1509b_num2.png,1,3,3,3,2,1,1,2,1,4,2,1,1,1,1
1497a_num3.png,2,2,1,1,2,2,3,1,1,2,2,2,1,1,2
1483b_num1.png,2,1,2,1,2,2,2,2,1,1,2,3,3,1,2
1458a_num3.png,2,1,2,2,2,2,3,1,1,2,2,3,2,1,2
1515a_num3.png,2,2,1,1,2,2,4,1,1,2,2,1,1,1,1
1507a_num3.png,2,2,1,1,2,2,2,1,1,1,1,3,2,1,1
1511a_num1.png,2,2,3,2,2,2,2,1,1,2,2,3,2,2,2
1490b_num3.png,2,3,1,1,2,2,3,1,2,2,2,2,4,1,2
1461a_num3.png,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2
1537b_num1.png,2,3,2,2,2,1,1,1,1,2,2,1,4,2,2
1539b_num3.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,2
1551a_num3.png,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2
1477a_num2.png,2,3,1,1,2,2,1,1,1,1,1,3,4,1,1
1525b_num2.png,2,1,3,3,2,1,1,1,1,1,2,3,2,1,1
1544a_num5.png,1,1,3,2,2,2,3,1,1,2,2,2,2,1,2
1476a_num2.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
1536c_num1.png,1,2,3,3,2,2,2,2,1,2,2,2,2,1,2
1518a_num1.png,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1
1519c_num2.png,2,1,1,1,2,2,2,1,1,1,2,2,4,1,1
1481b_num2.png,2,3,1,1,2,2,2,1,1,2,2,2,4,1,2
1455b_num5.png,1,2,2,2,2,2,1,1,1,2,2,3,4,1,2
1512b_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,4,1,2
1481b_num3.png,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1
1457a_num2.png,1,1,2,2,2,2,1,2,1,4,2,2,4,1,2
1461b_num3.png,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2
1545a_num2.png,2,3,1,1,2,2,2,2,1,2,1,2,4,1,1
1518b_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1550c_num2.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
1527cc_num1.png,2,3,2,2,2,1,1,1,1,2,2,2,4,2,2
1501a_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,1
1451c_num6.png,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1561a_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1547a_num1.png,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
1524b_num3.png,2,3,3,2,2,1,1,1,1,2,2,1,1,1,2
1511a_num2.png,1,2,3,3,2,2,1,1,1,2,2,3,2,2,2
1504cc_num3.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1518b_num1.png,1,3,2,2,2,2,2,1,1,2,2,2,2,1,2
1525c_num1.png,2,1,3,3,2,1,4,1,1,1,2,2,1,1,2
1497c_num2.png,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2
1516b_num1.png,2,2,1,1,2,2,3,1,1,2,1,3,2,1,1
1548b_num4.png,1,3,1,1,2,1,2,1,1,4,2,1,1,1,2
1504a_num4.png,2,3,2,2,2,1,2,1,1,2,2,2,3,1,2
1481b_num5.png,2,3,1,1,2,2,1,1,1,1,2,3,4,1,2
1561c_num3.png,2,2,2,3,2,2,1,1,1,2,2,2,2,1,2
1501a_num1.png,2,2,2,2,2,2,3,2,1,2,2,3,2,1,2
1525a_num1.png,2,3,3,2,2,1,1,1,1,2,2,1,1,1,2
1506a_num2.png,2,3,1,1,2,2,1,1,1,1,1,2,1,1,1
1545a_num3.png,2,2,1,1,2,2,3,2,1,2,2,3,4,1,2
1522a_num1.png,2,3,1,1,2,2,2,1,1,2,1,3,4,1,1
1560a_num2.png,2,3,3,2,2,1,1,1,1,2,2,2,1,2,2
1544b_num3.png,1,2,1,1,2,2,3,2,1,2,2,3,2,1,2
1543c_num1.png,2,3,1,1,2,2,2,1,1,2,2,3,2,1,2
1561c_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1517b_num1.png,2,2,1,1,2,2,2,1,1,2,2,3,2,1,2
1543a_num2.png,2,3,1,1,2,2,2,2,1,2,2,3,2,1,2
1453c_num7.png,2,2,2,2,2,1,4,1,1,2,2,3,1,1,2
1491b_num3.png,2,3,1,1,2,1,2,1,1,1,1,3,1,1,1
1460b_num1.png,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2
1451b_num2.png,1,2,2,2,2,2,2,1,1,2,1,3,2,1,1
1502c_num1.png,2,3,1,1,2,2,1,1,1,1,2,3,1,1,1
1508bb_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1455b_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
1530b_num3.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1512c_num3.png,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2
1549b_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2
1521c_num4.png,1,2,2,1,2,2,3,2,1,2,1,3,2,1,1
1517b_num2.png,2,3,1,1,2,2,2,1,1,2,2,3,2,1,2
1506b_num1.png,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2
1560c_num4.png,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2
1465c_num3.png,2,3,1,1,2,2,3,1,1,1,1,3,4,1,1
1560c_num6.png,2,3,2,2,2,1,1,1,1,4,2,3,2,2,2
1501c_num1.png,2,2,1,1,2,2,2,2,1,2,2,3,1,1,2
1552b_num1.png,2,2,2,1,2,2,2,1,1,2,2,3,2,1,1
1474c_num4.png,2,2,1,1,2,2,3,1,1,2,2,2,4,1,2
1566a_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2
1465c_num2.png,2,2,1,1,2,2,2,1,1,2,2,3,2,1,2
1515a_num1.png,2,2,1,1,2,2,4,1,1,2,2,2,1,1,2
1493c_num6.png,1,1,2,2,2,2,2,2,1,2,2,3,2,1,2
1495c_num1.png,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1511b_num2.png,2,2,3,3,2,2,1,1,1,2,2,3,2,2,2
1519b_num2.png,2,3,1,1,2,2,2,1,2,2,2,2,4,1,2
1551b_num3.png,1,1,3,3,2,2,1,1,1,2,2,2,1,2,2
1503c_num4.png,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2
1487c_num2.png,2,3,1,1,2,2,3,1,1,2,2,2,1,1,1
1550a_num1.png,1,1,3,3,2,1,1,1,1,2,2,1,1,1,2
1456b_num2.png,1,2,1,1,2,2,2,1,1,2,1,3,4,1,1
1526c_num7.png,2,3,3,2,2,1,1,1,1,2,2,1,1,2,2
1547c_num3.png,1,2,3,3,2,2,2,2,1,2,2,3,3,1,2
1498a_num1.png,2,2,2,1,2,2,2,1,1,2,1,3,3,1,1
1525a_num2.png,2,3,2,2,2,1,1,1,1,2,2,1,1,2,2
1516a_num1.png,2,2,2,1,2,2,2,2,1,2,1,3,2,1,1
1491a_num1.png,2,3,1,1,2,2,2,1,1,1,1,3,2,1,1
1461c_num1.png,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2
1499a_num1.png,2,1,2,2,2,2,2,1,1,2,2,2,3,2,2
1558a_num3.png,2,2,3,2,2,1,4,1,1,2,2,2,2,1,2
1549a_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1545c_num1.png,2,2,1,1,2,2,3,1,1,2,1,3,2,1,1
1527b_num1.png,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2
1540c_num1.png,2,2,1,1,2,2,3,1,1,2,2,3,4,1,2
1458a_num1.png,2,1,1,2,2,2,3,2,1,2,2,3,1,1,2
1457a_num5.png,1,2,2,2,2,1,2,2,1,4,2,3,2,1,2
1565c_num3.png,2,2,1,1,2,2,3,2,1,2,1,2,2,1,1
1565c_num1.png,2,3,1,1,2,2,3,1,1,2,2,3,2,1,2
1566c_num2.png,1,2,3,3,2,2,1,1,1,2,2,3,4,1,1
1557a_num4.png,2,2,2,2,2,2,1,2,1,2,2,2,3,1,2
1557a_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
1554a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1497b_num1.png,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2
1546a_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
1485b_num3.png,2,2,1,1,2,2,3,1,1,2,2,2,3,2,2
1565c_num6.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,1
1453c_num1.png,1,2,2,2,2,1,1,1,1,1,2,3,1,1,1
1507c_num3.png,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1
1477a_num3.png,2,3,1,1,2,2,1,1,1,2,1,2,4,1,1
1453c_num8.png,1,2,2,2,2,1,1,1,1,2,2,3,1,2,2
1520a_num1.png,2,2,2,1,2,2,3,1,1,2,2,3,2,1,2
1491b_num4.png,2,1,2,2,2,2,3,1,1,2,2,3,2,1,2
1560b_num5.png,2,3,2,2,2,1,1,1,1,4,2,2,1,2,2
1541a_num2.png,1,2,2,2,2,1,1,1,1,4,2,3,2,1,2
1524c_num2.png,2,3,2,2,2,1,2,2,1,4,2,2,1,1,2
1558b_num3.png,2,3,2,2,2,1,1,2,1,2,1,2,1,1,1
1469b_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1537c_num2.png,2,3,2,2,2,1,2,1,1,2,2,1,4,2,2
1545b_num3.png,2,2,1,1,2,2,3,1,1,2,1,3,1,1,1
1465b_num3.png,2,3,1,1,2,2,3,1,1,2,2,3,4,1,2
1550a_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
1485c_num1.png,2,3,1,1,2,2,2,1,1,2,2,2,3,1,2
1458b_num1.png,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2
1475c_num1.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,1
1527b_num4.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1459a_num3.png,1,2,2,2,2,2,1,2,1,2,2,3,2,1,2
1556a_num1.png,2,2,3,2,2,2,1,1,1,2,2,2,1,2,2
1539c_num4.png,2,2,1,1,2,2,2,2,1,2,1,3,3,1,1
1489b_num5.png,1,3,1,1,2,2,2,2,1,2,2,3,2,1,1
1481c_num2.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,2
1544a_num3.png,1,1,1,1,2,2,3,1,1,2,2,3,2,1,2
1455c_num2.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,2
1477b_num1.png,2,3,1,1,2,2,1,1,1,1,1,3,4,1,1
1471c_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1517c_num2.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
1541b_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,2,1,2
1491c_num2.png,2,2,2,2,2,2,2,1,1,4,2,3,4,1,2
1534b_num1.png,1,2,1,1,2,2,2,1,1,2,2,2,3,2,2
1479a_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
1538b_num2.png,2,3,1,1,2,2,2,2,1,1,1,3,1,1,1
1560a_num3.png,2,2,3,2,2,1,1,1,1,4,2,2,1,2,2
1493b_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
1467c_num3.png,1,2,2,2,2,2,2,1,1,2,1,3,1,1,1
1546a_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,4,1,2
1496b_num2.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,1
1566b_num2.png,1,2,3,2,2,2,1,1,1,2,2,2,3,2,2
1459a_num4.png,2,3,2,2,2,1,1,1,1,2,2,2,1,1,2
1480b_num1.png,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1
1561cc_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1545b_num4.png,2,2,1,1,2,2,3,1,1,1,1,3,2,1,1
1557c_num1.png,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1554c_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,1,1,1
1560a_num1.png,2,3,3,3,2,1,1,1,1,2,2,2,1,2,2
1566b_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,3,1,2
1536b_num2.png,1,2,3,3,2,1,2,1,1,2,2,2,2,2,2
1472c_num2.png,2,2,1,1,2,2,3,1,1,2,2,3,4,1,2
1556c_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1457b_num2.png,1,2,2,2,2,2,1,1,1,4,2,3,2,2,2
1503a_num4.png,1,1,3,3,2,1,2,2,1,2,2,1,1,1,2
1484a_num2.png,1,3,3,3,2,1,1,1,1,4,2,2,1,2,2
1518c_num2.png,2,3,1,1,2,2,1,1,1,2,1,3,2,1,1
1543b_num1.png,2,3,1,1,2,2,3,1,1,2,2,3,1,1,1
1524b_num2.png,2,2,2,2,2,1,2,2,1,4,2,2,1,1,1
1453b_num4.png,2,3,2,2,2,1,1,1,1,2,2,1,1,1,2
1452c_num1.png,1,1,2,2,2,2,3,1,1,2,2,3,1,1,2
1546a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
1501b_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,1,1,1
1552c_num1.png,2,1,1,1,2,2,3,1,1,2,1,3,2,1,1
1527b_num2.png,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2
1531a_num4.png,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1
1453b_num5.png,2,2,2,2,2,1,1,1,1,4,2,3,4,2,2
1453b_num3.png,2,2,2,2,2,2,4,1,1,2,2,3,2,1,2
1466b_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
1467a_num1.png,1,1,3,3,2,2,2,1,1,2,2,2,2,1,1
1493c_num2.png,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2
1521c_num1.png,1,2,1,1,2,2,2,1,1,2,2,3,3,1,2
1491c_num1.png,2,2,2,2,2,2,3,1,1,2,2,3,4,2,2
1465c_num1.png,1,1,2,2,2,2,2,1,1,4,2,2,2,1,2
1515c_num7.png,2,2,1,1,2,2,4,1,1,2,2,2,1,1,2
1494b_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,3,1,2
1516a_num2.png,2,2,1,1,2,2,2,2,1,2,1,3,2,1,1
1486a_num5.png,2,3,1,1,2,2,3,1,1,2,1,2,4,1,1
1484b_num3.png,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2
1554a_num4.png,1,1,3,3,2,2,2,2,1,2,2,2,2,1,1
1533c_num1.png,2,1,1,1,2,2,2,1,1,2,2,3,3,1,1
1490a_num1.png,2,3,1,1,2,2,2,1,2,1,2,2,4,1,2
1489a_num1.png,1,2,1,1,2,2,2,1,1,2,2,3,2,1,2
1496c_num5.png,2,2,1,1,2,2,2,2,1,1,2,3,2,1,1
1545a_num1.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
1476b_num1.png,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2
1478a_num2.png,2,2,1,1,2,2,1,1,1,2,1,3,2,1,1
1548c_num3.png,2,3,2,2,2,1,2,1,1,1,2,1,1,1,2
1519c_num1.png,2,3,1,1,2,2,3,1,2,2,2,2,1,1,2
1511c_num1.png,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2
1493a_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
1536b_num3.png,1,1,3,3,2,1,2,2,1,2,2,1,1,1,1
1524c_num1.png,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2
1517a_num5.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
1493a_num3.png,2,2,1,1,2,2,1,1,1,2,2,3,2,1,1
1545a_num4.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
1541b_num2.png,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
1537c_num1.png,2,3,2,2,2,1,2,1,1,2,2,2,4,2,2
1555b_num1.png,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1
1534a_num2.png,1,2,2,2,2,2,2,1,1,2,2,2,4,1,1
1492c_num1.png,2,2,1,1,2,2,3,1,2,2,2,2,1,1,2
1459a_num2.png,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1
1459c_num1.png,1,3,3,3,1,1,4,1,1,1,2,2,1,1,2
1484c_num2.png,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2
1456a_num2.png,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1
1493c_num1.png,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2
1503c_num1.png,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2
1479b_num3.png,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2
1458a_num2.png,2,2,2,2,2,1,3,1,1,2,2,3,1,2,2
1471c_num4.png,2,2,2,2,2,2,3,1,1,2,2,3,2,1,2
1454c_num3.png,2,2,1,1,2,2,1,1,1,2,2,3,4,1,2
1465a_num2.png,2,2,1,1,2,2,2,1,1,2,2,3,3,1,2
1481b_num6.png,2,3,1,1,2,2,1,1,1,2,1,3,4,1,1
1471b_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
1556a_num6.png,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2
1475a_num5.png,2,3,1,1,2,2,2,1,1,2,2,3,2,1,2
1536a_num1.png,1,2,3,3,2,2,2,1,1,2,2,2,2,1,2
1486a_num4.png,2,2,1,1,2,2,2,1,1,2,2,2,4,1,1
1564a_num1.png,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1
1526a_num1.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2
1486b_num3.png,2,2,1,1,2,2,3,1,1,2,2,2,2,1,1
1483a_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,4,1,2
1465c_num5.png,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2
1479b_num1.png,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2
1511c_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
1506b_num2.png,2,3,1,1,2,2,1,1,1,2,2,1,4,1,1
1488a_num1.png,2,3,1,1,2,2,2,1,1,2,2,3,4,1,2
1551a_num1.png,1,2,3,3,2,2,1,1,1,2,2,2,4,2,2
1498b_num2.png,2,2,3,3,2,2,2,1,1,2,2,2,3,1,2
1517a_num2.png,2,2,2,1,2,2,2,1,1,2,2,3,2,1,2
1495a_num6.png,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2
1478a_num3.png,2,2,2,2,2,2,1,1,1,4,2,3,2,1,1
1503c_num3.png,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2
1521b_num2.png,1,1,1,1,2,2,3,1,1,1,1,1,2,1,1
1502a_num2.png,2,3,1,1,2,2,1,1,1,1,2,3,1,1,1
